time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance,position_covariance_type
2022/03/21/14:43:21.122200,33192,1647841400,999934781,gps,2,1,37.3654967,126.7252579,33.233,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.222167,33193,1647841401,99934756,gps,2,1,37.3654953,126.7252638,33.237,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.323885,33194,1647841401,199934732,gps,2,1,37.3654942,126.7252697,33.237,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.419109,33195,1647841401,299934708,gps,2,1,37.3654932,126.7252757,33.233,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.520251,33196,1647841401,399934685,gps,2,1,37.3654924,126.7252818,33.23,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.619814,33197,1647841401,499934661,gps,2,1,37.3654918,126.7252878,33.216,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.719079,33198,1647841401,599934637,gps,2,1,37.3654913,126.7252939,33.212,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.816002,33199,1647841401,699934613,gps,2,1,37.3654911,126.7252999,33.211,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:21.918465,33200,1647841401,799934589,gps,2,1,37.365491,126.725306,33.211,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.018978,33201,1647841401,899934565,gps,2,1,37.3654912,126.7253119,33.207,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.125098,33202,1647841401,999934543,gps,2,1,37.3654915,126.7253179,33.203,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.224938,33203,1647841402,99934518,gps,2,1,37.365492,126.7253239,33.2,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.321946,33204,1647841402,199934494,gps,2,1,37.3654928,126.7253298,33.198,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.417709,33205,1647841402,299934470,gps,2,1,37.3654938,126.7253356,33.185,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.517182,33206,1647841402,399934446,gps,2,1,37.365495,126.7253414,33.18,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.616305,33207,1647841402,499934422,gps,2,1,37.3654963,126.7253471,33.171,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.713495,33208,1647841402,599934399,gps,2,1,37.3654979,126.7253527,33.164,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.820303,33209,1647841402,699934375,gps,2,1,37.3654996,126.7253582,33.161,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:22.916696,33210,1647841402,799934351,gps,2,1,37.3655014,126.7253636,33.164,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.018019,33211,1647841402,899934327,gps,2,1,37.3655036,126.7253688,33.159,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.122622,33212,1647841402,999934304,gps,2,1,37.3655058,126.7253739,33.154,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.221628,33213,1647841403,99934279,gps,2,1,37.3655081,126.7253789,33.146,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.319308,33214,1647841403,199934256,gps,2,1,37.3655106,126.7253838,33.137,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.418294,33215,1647841403,299934232,gps,2,1,37.3655131,126.7253885,33.137,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.523083,33216,1647841403,399934208,gps,2,1,37.3655158,126.7253931,33.138,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.623478,33217,1647841403,499934184,gps,2,1,37.3655186,126.7253976,33.141,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.718438,33218,1647841403,599934160,gps,2,1,37.3655214,126.7254019,33.14,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.817243,33219,1647841403,699934136,gps,2,1,37.3655244,126.7254061,33.136,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:23.917938,33220,1647841403,799934113,gps,2,1,37.3655274,126.7254104,33.144,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.017862,33221,1647841403,899934089,gps,2,1,37.3655306,126.7254144,33.148,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.121319,33222,1647841403,999934066,gps,2,1,37.3655338,126.7254184,33.142,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.222799,33223,1647841404,99934041,gps,2,1,37.3655371,126.7254224,33.147,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.328467,33224,1647841404,199934017,gps,2,1,37.3655405,126.7254263,33.15,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.421327,33225,1647841404,299933993,gps,2,1,37.3655439,126.72543,33.146,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.526942,33226,1647841404,399933970,gps,2,1,37.3655475,126.7254338,33.143,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.619433,33227,1647841404,499933946,gps,2,1,37.365551,126.7254377,33.142,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.719322,33228,1647841404,599933922,gps,2,1,37.3655547,126.7254414,33.137,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.823408,33229,1647841404,699933898,gps,2,1,37.3655584,126.7254451,33.132,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:24.919208,33230,1647841404,799933874,gps,2,1,37.3655621,126.7254489,33.134,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.017997,33231,1647841404,899933850,gps,2,1,37.3655659,126.7254526,33.133,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.124509,33232,1647841404,999933828,gps,2,1,37.3655697,126.7254563,33.133,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.224167,33233,1647841405,99933803,gps,2,1,37.3655736,126.7254601,33.133,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.319463,33234,1647841405,199933779,gps,2,1,37.3655776,126.7254637,33.131,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.415569,33235,1647841405,299933755,gps,2,1,37.3655816,126.7254675,33.131,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.523113,33236,1647841405,399933731,gps,2,1,37.3655856,126.7254713,33.132,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.622412,33237,1647841405,499933707,gps,2,1,37.3655897,126.725475,33.114,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.720545,33238,1647841405,599933684,gps,2,1,37.3655939,126.7254788,33.115,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.820029,33239,1647841405,699933660,gps,2,1,37.365598,126.7254826,33.11,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:25.919271,33240,1647841405,799933636,gps,2,1,37.3656022,126.7254865,33.103,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.023418,33241,1647841405,899933612,gps,2,1,37.3656064,126.7254904,33.101,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.125955,33242,1647841405,999933589,gps,2,1,37.3656107,126.7254943,33.098,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.226312,33243,1647841406,99933564,gps,2,1,37.3656151,126.7254983,33.093,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.318576,33244,1647841406,199933541,gps,2,1,37.3656194,126.7255023,33.09,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.473485,33245,1647841406,299933517,gps,2,1,37.3656238,126.7255063,33.088,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.621189,33246,1647841406,499933469,gps,2,1,37.3656327,126.7255145,33.088,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.722424,33247,1647841406,599933445,gps,2,1,37.3656373,126.7255186,33.084,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.822223,33248,1647841406,699933422,gps,2,1,37.3656418,126.7255229,33.079,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:26.922325,33249,1647841406,799933398,gps,2,1,37.3656464,126.7255271,33.074,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.066420,33250,1647841406,899933374,gps,2,1,37.365651,126.7255314,33.068,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.222132,33251,1647841407,99933327,gps,2,1,37.3656602,126.7255401,33.062,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.00012099999999999999)",2
2022/03/21/14:43:27.324136,33252,1647841407,199933303,gps,2,1,37.365665,126.7255445,33.061,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.419489,33253,1647841407,299933279,gps,2,1,37.3656697,126.725549,33.062,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.521737,33254,1647841407,399933255,gps,2,1,37.3656744,126.7255535,33.061,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.624485,33255,1647841407,499933231,gps,2,1,37.3656792,126.7255579,33.063,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.722178,33256,1647841407,599933208,gps,2,1,37.3656839,126.7255624,33.065,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.821080,33257,1647841407,699933184,gps,2,1,37.3656887,126.725567,33.067,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:27.918446,33258,1647841407,799933160,gps,2,1,37.3656935,126.7255716,33.066,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.017504,33259,1647841407,899933136,gps,2,1,37.3656983,126.7255761,33.066,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.120464,33260,1647841407,999933113,gps,2,1,37.3657032,126.7255807,33.067,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.220915,33261,1647841408,99933089,gps,2,1,37.3657081,126.7255853,33.068,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.321540,33262,1647841408,199933065,gps,2,1,37.3657129,126.7255899,33.068,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.421993,33263,1647841408,299933041,gps,2,1,37.3657178,126.7255946,33.065,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.523450,33264,1647841408,399933017,gps,2,1,37.3657227,126.7255992,33.068,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.620027,33265,1647841408,499932994,gps,2,1,37.3657276,126.7256039,33.074,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.721102,33266,1647841408,599932970,gps,2,1,37.3657325,126.7256086,33.083,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.820619,33267,1647841408,699932946,gps,2,1,37.3657375,126.7256133,33.09,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:28.919630,33268,1647841408,799932922,gps,2,1,37.3657424,126.7256181,33.095,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.016337,33269,1647841408,899932899,gps,2,1,37.3657474,126.7256228,33.096,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.125459,33270,1647841408,999932876,gps,2,1,37.3657524,126.7256276,33.101,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.221327,33271,1647841409,99932851,gps,2,1,37.3657573,126.7256324,33.106,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.321969,33272,1647841409,199932827,gps,2,1,37.3657623,126.7256372,33.11,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.468131,33273,1647841409,299932804,gps,2,1,37.3657673,126.725642,33.109,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.664745,33274,1647841409,499932756,gps,2,1,37.3657772,126.7256517,33.102,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:29.819527,33275,1647841409,699932708,gps,2,1,37.3657872,126.7256614,33.095,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.00012099999999999999)",2
2022/03/21/14:43:29.916269,33276,1647841409,799932685,gps,2,1,37.3657922,126.7256662,33.096,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.018702,33277,1647841409,899932661,gps,2,1,37.3657971,126.7256711,33.09,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.122479,33278,1647841409,999932638,gps,2,1,37.3658022,126.725676,33.086,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.222190,33279,1647841410,99932613,gps,2,1,37.3658071,126.7256809,33.086,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.323526,33280,1647841410,199932589,gps,2,1,37.3658121,126.7256857,33.084,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.418608,33281,1647841410,299932566,gps,2,1,37.365817,126.7256906,33.078,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.520228,33282,1647841410,399932542,gps,2,1,37.365822,126.7256954,33.079,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.619262,33283,1647841410,499932518,gps,2,1,37.3658269,126.7257003,33.069,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.718576,33284,1647841410,599932494,gps,2,1,37.3658318,126.725705,33.067,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.815523,33285,1647841410,699932471,gps,2,1,37.3658367,126.7257097,33.062,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:30.917700,33286,1647841410,799932447,gps,2,1,37.3658416,126.7257144,33.056,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.017591,33287,1647841410,899932423,gps,2,1,37.3658464,126.725719,33.05,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.123358,33288,1647841410,999932400,gps,2,1,37.3658513,126.7257236,33.042,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.221675,33289,1647841411,99932375,gps,2,1,37.365856,126.7257282,33.038,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.320005,33290,1647841411,199932352,gps,2,1,37.3658608,126.7257327,33.033,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.420681,33291,1647841411,299932328,gps,2,1,37.3658656,126.7257371,33.028,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.524429,33292,1647841411,399932304,gps,2,1,37.3658703,126.7257415,33.026,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.618624,33293,1647841411,499932280,gps,2,1,37.365875,126.7257458,33.02,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.715454,33294,1647841411,599932256,gps,2,1,37.3658797,126.7257501,33.016,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.819542,33295,1647841411,699932233,gps,2,1,37.3658844,126.7257543,33.009,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:31.918266,33296,1647841411,799932209,gps,2,1,37.3658891,126.7257585,33.009,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.018831,33297,1647841411,899932185,gps,2,1,37.3658937,126.7257626,33.004,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.123889,33298,1647841411,999932162,gps,2,1,37.3658984,126.7257666,33,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.223305,33299,1647841412,99932137,gps,2,1,37.365903,126.7257705,32.999,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.334077,33300,1647841412,199932114,gps,2,1,37.3659076,126.7257743,32.997,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.467058,33301,1647841412,299932090,gps,2,1,37.3659122,126.725778,33.002,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.616618,33302,1647841412,499932042,gps,2,1,37.3659216,126.7257852,33,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.716645,33303,1647841412,599932018,gps,2,1,37.3659262,126.7257886,33.002,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.816450,33304,1647841412,699931995,gps,2,1,37.3659308,126.725792,33,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:32.949475,33305,1647841412,799931971,gps,2,1,37.3659354,126.7257952,32.998,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.164698,33306,1647841412,999931924,gps,2,1,37.3659447,126.7258011,32.987,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.320360,33307,1647841413,199931876,gps,2,1,37.365954,126.7258065,32.985,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.433599,33308,1647841413,299931852,gps,2,1,37.3659586,126.7258088,32.986,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.533030,33309,1647841413,399931828,gps,2,1,37.3659633,126.7258111,32.994,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.635917,33310,1647841413,499931804,gps,2,1,37.3659679,126.7258131,32.997,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.734315,33311,1647841413,599931780,gps,2,1,37.3659726,126.7258149,32.999,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.839556,33312,1647841413,699931757,gps,2,1,37.3659773,126.7258166,33,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:33.933641,33313,1647841413,799931733,gps,2,1,37.3659819,126.7258179,33.006,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:43:34.032702,33314,1647841413,899931709,gps,2,1,37.3659866,126.7258191,33.007,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
